src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,min_packet_size,max_packet_size,iat_mean,iat_std,iat_min,iat_max,syn_count,ack_count,fin_count,rst_count,psh_count,label
10.0.1.3,10.0.1.1,37693,27017,6,18.8322,9,2610,0.48,138.59,290.0,224,527,2.354031,0.762878,1.143549,6.788449,3,6,0,0,0,normal
10.0.2.2,10.0.2.3,63743,27017,6,27.2943,31,23157,1.14,848.42,747.0,243,1270,0.90981,0.288167,0.420963,2.209592,2,10,0,0,0,normal
10.0.1.1,10.0.2.3,62051,123,17,4.2382,16,1952,3.78,460.57,122.0,57,207,0.282549,0.094969,0.05873,0.757994,0,0,0,0,0,normal
10.0.2.4,10.0.2.3,57884,8080,6,7.522,81,87723,10.77,11662.16,1083.0,667,2087,0.094025,0.01614,0.04577,0.168341,2,69,0,0,0,normal
10.0.2.2,10.0.1.3,46689,754,6,0.1512,1,60,6.61,396.82,60.0,36,95,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.4,10.0.1.3,45902,597,6,0.4197,1,60,2.38,142.95,60.0,39,99,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.3,10.0.2.1,59022,80,6,12.1675,97,131338,7.97,10794.19,1354.0,475,2517,0.126745,0.061909,0.027638,0.339246,2,54,0,0,0,normal
10.0.2.2,10.0.2.3,0,0,1,0.5442,2,238,3.67,437.32,119.0,60,192,0.54422,0.089458,0.096802,1.257705,0,0,0,0,0,normal
10.0.2.4,10.0.1.2,0,0,1,0.8128,3,351,3.69,431.83,117.0,58,210,0.406414,0.052918,0.169816,1.078348,0,0,0,0,0,normal
10.0.2.3,10.0.1.4,0,0,1,0.4466,2,232,4.48,519.48,116.0,59,171,0.4466,0.173537,0.105232,0.901145,0,0,0,0,0,normal
10.0.1.3,10.0.2.2,58947,80,6,35.1104,720,43200,20.51,1230.41,60.0,23,106,0.048832,0.011554,0.018045,0.083776,720,0,0,0,0,ddos
10.0.1.1,10.0.2.3,25975,55362,17,11.9276,1806,2259306,151.41,189418.14,1251.0,607,1996,0.006608,0.001497,0.001013,0.01089,0,0,0,0,0,ddos
10.0.1.2,10.0.2.3,36782,443,6,20.4529,727,43620,35.55,2132.7,60.0,39,92,0.028172,0.010371,0.006134,0.067409,727,0,0,0,0,ddos
10.0.2.3,10.0.1.3,43669,3306,6,15.1146,90,116370,5.95,7699.2,1293.0,457,1564,0.169827,0.063505,0.068104,0.460932,3,50,0,0,0,normal
10.0.2.4,10.0.1.4,0,0,1,1.0841,2,140,1.84,129.14,70.0,52,112,1.084113,0.342157,0.208931,1.831762,0,0,0,0,0,normal
10.0.2.1,10.0.1.2,35378,3306,6,28.5024,14,12446,0.49,436.67,889.0,342,1595,2.192492,0.340525,0.87346,3.341831,1,3,0,0,0,normal
10.0.2.4,10.0.1.4,38841,3306,6,1.2766,82,15744,64.23,12332.65,192.0,90,342,0.015761,0.001592,0.002704,0.042591,3,42,0,0,0,normal
10.0.1.3,10.0.1.2,41722,3306,6,29.7408,9,1476,0.3,49.63,164.0,60,200,3.717601,0.645657,0.633629,7.653266,1,3,0,0,0,normal
10.0.2.3,10.0.2.1,50109,807,6,0.128,1,60,7.81,468.64,60.0,39,86,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.1,10.0.2.1,25230,22,6,54.9259,496,29760,9.03,541.82,60.0,34,85,0.110961,0.055308,0.038833,0.205956,496,0,0,0,0,ddos
10.0.2.4,10.0.1.1,39653,5432,6,19.9059,49,36946,2.46,1856.03,754.0,315,1191,0.414706,0.184512,0.04502,0.991921,3,29,0,0,0,normal
10.0.2.2,10.0.1.3,34312,6379,6,29.9083,33,33858,1.1,1132.06,1026.0,689,1580,0.934635,0.228645,0.248641,2.619679,1,11,0,0,0,normal
10.0.1.1,10.0.1.3,55143,21,6,7.6631,42,12768,5.48,1666.17,304.0,124,430,0.186904,0.020125,0.04243,0.41,17,1,2,12,0,bruteforce
10.0.2.4,10.0.1.1,51402,27017,6,10.5508,66,66132,6.26,6267.95,1002.0,501,1261,0.16232,0.077334,0.04725,0.44365,1,33,0,0,0,normal
10.0.1.1,10.0.1.4,37152,8080,6,23.6497,42,34692,1.78,1466.91,826.0,586,1489,0.576822,0.072263,0.105191,1.308986,3,24,0,0,0,normal
10.0.2.3,10.0.2.1,35791,6379,6,9.5227,94,136676,9.87,14352.67,1454.0,459,2890,0.102394,0.029277,0.036028,0.294077,3,69,0,0,0,normal
10.0.2.3,10.0.1.4,61483,27017,6,10.8238,78,39546,7.21,3653.63,507.0,308,612,0.140568,0.046714,0.01504,0.214838,2,70,0,0,0,normal
10.0.1.4,10.0.1.2,40452,22,6,19.5709,75,63000,3.83,3219.06,840.0,409,1350,0.264472,0.060096,0.069794,0.62476,3,74,0,0,0,normal
10.0.1.4,10.0.2.3,5536,22,6,31.2908,382,22920,12.21,732.48,60.0,32,109,0.082128,0.021749,0.033789,0.185866,382,0,0,0,0,ddos
10.0.2.2,10.0.1.1,0,0,1,1.6226,5,515,3.08,317.39,103.0,56,133,0.405654,0.187082,0.152916,0.622255,0,0,0,0,0,normal
10.0.2.3,10.0.2.4,52335,53,17,0.4774,2,100,4.19,209.48,50.0,15,76,0.47738,0.079187,0.087271,1.41576,0,0,0,0,0,normal
10.0.1.2,10.0.2.1,62328,41929,17,44.0698,654,417906,14.84,9482.81,639.0,435,878,0.067488,0.01564,0.009976,0.180028,0,0,0,0,0,ddos
10.0.2.4,10.0.2.2,65448,514,17,1.2768,15,4230,11.75,3312.91,282.0,128,417,0.091202,0.024298,0.037037,0.199204,0,0,0,0,0,normal
10.0.1.2,10.0.1.1,34683,123,17,1.9791,11,5632,5.56,2845.74,512.0,397,889,0.19791,0.041985,0.076724,0.494557,0,0,0,0,0,normal
10.0.2.1,10.0.1.1,0,0,1,0.7988,5,535,6.26,669.75,107.0,84,197,0.199701,0.035648,0.065706,0.541948,0,0,0,0,0,normal
10.0.1.4,10.0.2.4,0,0,1,5.8636,389,40845,66.34,6965.88,105.0,80,202,0.015112,0.005801,0.006608,0.029057,0,0,0,0,0,ddos
10.0.1.1,10.0.1.3,41427,21,6,2.2667,14,6384,6.18,2816.46,456.0,250,890,0.17436,0.053938,0.024761,0.318356,13,8,3,8,0,bruteforce
10.0.2.4,10.0.1.1,54862,123,17,3.5954,5,575,1.39,159.92,115.0,82,201,0.898859,0.400439,0.314257,2.181716,0,0,0,0,0,normal
10.0.2.3,10.0.1.3,37953,5432,6,3.8467,34,48382,8.84,12577.68,1423.0,913,2620,0.116565,0.017329,0.040117,0.195282,3,4,0,0,0,normal
10.0.2.1,10.0.1.4,33565,8080,6,20.5876,35,12390,1.7,601.82,354.0,210,531,0.605519,0.247825,0.083707,1.270656,3,1,0,0,0,normal
10.0.2.4,10.0.1.3,62043,22,6,18.7559,55,12870,2.93,686.18,234.0,179,346,0.347332,0.113243,0.115908,0.851623,1,28,0,0,0,normal
10.0.2.4,10.0.1.1,60119,6379,6,16.8771,53,34397,3.14,2038.08,649.0,397,834,0.32456,0.142473,0.087841,0.578278,2,12,0,0,0,normal
10.0.2.1,10.0.1.1,65130,514,17,2.7411,12,3432,4.38,1252.05,286.0,185,354,0.249192,0.066937,0.106121,0.403132,0,0,0,0,0,normal
10.0.2.3,10.0.1.3,58251,3306,6,27.6871,16,23760,0.58,858.16,1485.0,786,2580,1.845806,0.4919,0.53213,4.627186,1,7,0,0,0,normal
10.0.1.1,10.0.2.2,0,0,1,0.1794,2,158,11.15,880.87,79.0,27,108,0.179369,0.059028,0.046211,0.416367,0,0,0,0,0,normal
10.0.2.4,10.0.2.3,36648,23,6,0.0947,3,180,31.67,1900.49,60.0,22,100,0.047356,0.016894,0.01863,0.130959,3,0,0,1,0,portscan
10.0.2.3,10.0.1.3,64708,663,6,0.0995,1,60,10.06,603.31,60.0,18,115,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.4,10.0.1.1,56189,3389,6,5.528,10,2610,1.81,472.14,261.0,88,495,0.614226,0.165422,0.147574,1.550368,5,5,1,12,0,bruteforce
10.0.1.4,10.0.2.4,35119,942,6,0.2397,3,180,12.51,750.86,60.0,24,82,0.119863,0.031147,0.033752,0.27877,3,0,0,0,0,portscan
10.0.1.3,10.0.2.1,0,0,1,22.9219,241,27233,10.51,1188.08,113.0,83,204,0.095508,0.032726,0.025589,0.239857,0,0,0,0,0,ddos
10.0.2.1,10.0.1.3,52363,22,6,27.4401,63,36855,2.3,1343.11,585.0,278,862,0.442582,0.145934,0.167284,0.793243,3,28,0,0,0,normal
10.0.2.3,10.0.1.1,59602,3306,6,16.8965,58,26564,3.43,1572.16,458.0,224,752,0.29643,0.119194,0.045879,0.527352,3,37,0,0,0,normal
10.0.2.1,10.0.1.2,36471,80,6,25.3653,11,15576,0.43,614.07,1416.0,532,2685,2.536535,0.296668,0.475855,4.690049,1,8,0,0,0,normal
10.0.1.3,10.0.2.2,24991,443,6,5.5079,690,41400,125.27,7516.44,60.0,31,112,0.007994,0.001771,0.000998,0.023686,690,0,0,0,0,ddos
10.0.2.2,10.0.2.4,45640,27017,6,2.9599,19,19095,6.42,6451.25,1005.0,587,1673,0.164439,0.052118,0.030585,0.366837,1,4,0,0,0,normal
10.0.2.3,10.0.1.4,65229,80,6,28.9779,21,23688,0.72,817.45,1128.0,596,2005,1.448897,0.651534,0.400073,3.316418,2,4,0,0,0,normal
10.0.1.2,10.0.1.3,33420,8080,6,6.3194,7,3843,1.11,608.13,549.0,411,1002,1.053237,0.291103,0.414581,1.77395,2,4,0,0,0,normal
10.0.2.1,10.0.2.3,51688,514,17,2.8437,10,850,3.52,298.9,85.0,50,118,0.31597,0.083765,0.143675,0.865782,0,0,0,0,0,normal
10.0.2.1,10.0.1.1,46521,3306,6,7.6007,65,22035,8.55,2899.07,339.0,212,519,0.118761,0.047387,0.039889,0.261269,3,64,0,0,0,normal
10.0.1.1,10.0.1.2,50769,22,6,11.2167,29,3219,2.59,286.98,111.0,73,169,0.400597,0.094136,0.110237,0.853983,2,26,0,0,0,normal
10.0.2.4,10.0.2.2,64269,750,6,0.1152,2,120,17.36,1041.84,60.0,30,98,0.115181,0.028813,0.045836,0.303429,2,0,0,1,0,portscan
10.0.2.1,10.0.2.2,38970,53,17,2.0627,6,1290,2.91,625.4,215.0,113,309,0.412539,0.115303,0.147971,0.851369,0,0,0,0,0,normal
10.0.1.2,10.0.1.3,0,0,1,1.7891,1,111,0.56,62.04,111.0,63,204,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.2.4,10.0.2.2,33720,22,6,24.061,48,29616,1.99,1230.87,617.0,372,1197,0.511936,0.143519,0.084424,1.067686,1,24,0,0,0,normal
10.0.1.4,10.0.2.4,56171,562,6,0.0673,1,60,14.86,891.65,60.0,37,104,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.1,10.0.2.4,15276,443,6,37.3258,928,55680,24.86,1491.73,60.0,21,83,0.040265,0.017699,0.00634,0.065489,928,0,0,0,0,ddos
10.0.1.3,10.0.1.2,43861,6379,6,26.2822,76,41496,2.89,1578.87,546.0,415,1018,0.350429,0.079706,0.153469,0.544439,3,6,0,0,0,normal
10.0.2.3,10.0.1.3,36542,580,6,0.3283,3,180,9.14,548.28,60.0,18,116,0.164148,0.021378,0.025129,0.415395,3,0,0,0,0,portscan
10.0.2.2,10.0.1.2,35248,22,6,8.5347,41,10824,4.8,1268.23,264.0,153,497,0.213369,0.073301,0.087237,0.321118,9,5,5,15,0,bruteforce
10.0.2.4,10.0.2.2,43642,725,6,0.2049,3,180,14.64,878.62,60.0,33,95,0.102434,0.049541,0.051069,0.167582,3,0,0,3,0,portscan
10.0.1.1,10.0.2.4,0,0,1,1.8919,2,184,1.06,97.26,92.0,47,152,1.891916,0.861202,0.827008,3.904557,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,16219,56317,17,8.9014,841,795586,94.48,89377.63,946.0,294,1763,0.010597,0.003754,0.00478,0.019903,0,0,0,0,0,ddos
10.0.1.2,10.0.2.4,57524,5609,17,14.6758,570,641250,38.84,43694.36,1125.0,387,2204,0.025792,0.007437,0.003221,0.043772,0,0,0,0,0,ddos
10.0.2.4,10.0.2.1,34744,22,6,8.7521,32,15872,3.66,1813.5,496.0,313,616,0.282327,0.084148,0.039184,0.476917,13,10,2,9,0,bruteforce
10.0.2.1,10.0.2.3,62156,8080,6,12.2475,16,19808,1.31,1617.31,1238.0,513,2002,0.8165,0.392494,0.185559,2.138666,3,10,0,0,0,normal
10.0.1.2,10.0.2.2,36270,3306,6,29.0558,14,4984,0.48,171.53,356.0,257,594,2.235061,0.962878,0.518744,6.586598,3,12,0,0,0,normal
10.0.1.4,10.0.2.4,62564,8080,6,20.6447,7,1344,0.34,65.1,192.0,106,298,3.440785,0.667385,0.563903,9.965946,1,7,0,0,0,normal
10.0.1.2,10.0.2.2,42869,3306,6,27.9171,19,2679,0.68,95.96,141.0,111,228,1.550951,0.417318,0.161386,2.848008,1,9,0,0,0,normal
10.0.2.4,10.0.1.3,62397,22,6,2.2433,20,8920,8.92,3976.36,446.0,145,577,0.118066,0.046062,0.04544,0.332418,17,5,1,15,0,bruteforce
10.0.2.2,10.0.2.3,0,0,1,0.8002,5,475,6.25,593.63,95.0,51,180,0.20004,0.06025,0.067538,0.43421,0,0,0,0,0,normal
10.0.1.3,10.0.2.4,0,0,1,12.5815,139,13622,11.05,1082.7,98.0,53,136,0.09117,0.039975,0.010364,0.196603,0,0,0,0,0,ddos
10.0.1.3,10.0.2.3,43431,6379,6,1.9349,27,2997,13.95,1548.94,111.0,58,135,0.074418,0.020389,0.027204,0.221989,2,3,0,0,0,normal
10.0.2.4,10.0.2.3,0,0,1,0.9509,5,425,5.26,446.96,85.0,41,103,0.237719,0.094344,0.04844,0.580289,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,0,0,1,28.3454,320,29120,11.29,1027.33,91.0,60,139,0.088857,0.013133,0.018513,0.171583,0,0,0,0,0,ddos
10.0.1.3,10.0.1.4,42863,6379,6,12.2421,94,83096,7.68,6787.71,884.0,323,1215,0.131636,0.021809,0.046169,0.389707,3,24,0,0,0,normal
10.0.1.1,10.0.2.2,36860,5432,6,23.9027,26,12506,1.09,523.21,481.0,383,851,0.956106,0.207525,0.365092,2.199158,3,5,0,0,0,normal
10.0.2.2,10.0.1.4,45097,6379,6,12.991,67,62645,5.16,4822.2,935.0,340,1175,0.196833,0.036231,0.077567,0.31836,2,8,0,0,0,normal
10.0.1.4,10.0.2.1,43457,8080,6,7.2266,83,41251,11.49,5708.23,497.0,372,743,0.088129,0.026172,0.035032,0.2526,3,42,0,0,0,normal
10.0.1.3,10.0.2.1,33058,68,6,0.3882,2,120,5.15,309.14,60.0,45,78,0.38818,0.14159,0.167477,0.9079,2,0,0,1,0,portscan
10.0.1.4,10.0.2.3,0,0,1,15.9497,338,23660,21.19,1483.41,70.0,46,136,0.047329,0.020422,0.015955,0.097715,0,0,0,0,0,ddos
10.0.2.1,10.0.2.3,0,0,1,1.5789,2,236,1.27,149.47,118.0,44,192,1.578891,0.639741,0.74452,3.371054,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,47154,35623,17,50.1087,872,865024,17.4,17262.95,992.0,555,1298,0.05753,0.010642,0.021629,0.161002,0,0,0,0,0,ddos
10.0.1.3,10.0.2.1,36642,38037,17,11.7283,638,456808,54.4,38949.35,716.0,330,1203,0.018412,0.008164,0.00424,0.042126,0,0,0,0,0,ddos
10.0.1.2,10.0.2.4,34291,3306,6,24.8753,18,7902,0.72,317.66,439.0,330,686,1.463252,0.181208,0.190698,4.337788,3,11,0,0,0,normal
10.0.1.2,10.0.1.4,42117,27017,6,28.1004,19,24548,0.68,873.58,1292.0,625,1566,1.561133,0.292171,0.695409,3.192505,2,11,0,0,0,normal
10.0.2.3,10.0.2.1,57978,8080,6,19.4475,33,35343,1.7,1817.36,1071.0,842,1767,0.607734,0.087373,0.228132,1.375019,2,20,0,0,0,normal
10.0.1.4,10.0.2.1,42174,3306,6,24.0395,66,80586,2.75,3352.23,1221.0,689,2334,0.369839,0.059921,0.110152,1.047108,1,6,0,0,0,normal
10.0.2.4,10.0.2.3,51586,456,6,0.272,3,180,11.03,661.85,60.0,34,86,0.135982,0.057111,0.061849,0.335412,3,0,0,1,0,portscan
10.0.2.2,10.0.1.1,52295,161,17,4.3471,14,5054,3.22,1162.61,361.0,286,669,0.334394,0.090092,0.049409,0.703717,0,0,0,0,0,normal
10.0.1.3,10.0.2.4,47410,23,6,1.077,45,18765,41.78,17423.07,417.0,293,567,0.024478,0.005674,0.004353,0.04721,17,4,2,8,0,bruteforce
10.0.1.3,10.0.2.2,42272,381,6,0.3533,1,60,2.83,169.82,60.0,34,80,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.4,10.0.2.1,0,0,1,29.2798,226,28928,7.72,987.99,128.0,65,214,0.130132,0.043126,0.016707,0.298897,0,0,0,0,0,ddos
10.0.1.3,10.0.2.1,21306,2219,17,29.2339,558,508338,19.09,17388.63,911.0,288,1569,0.052485,0.006464,0.021366,0.154251,0,0,0,0,0,ddos
10.0.2.4,10.0.2.1,62191,6379,6,24.9207,34,43044,1.36,1727.24,1266.0,467,1782,0.755173,0.310059,0.198646,1.795148,1,16,0,0,0,normal
10.0.1.3,10.0.1.2,41693,161,17,4.8814,15,5130,3.07,1050.93,342.0,159,577,0.348671,0.114451,0.106346,0.797809,0,0,0,0,0,normal
10.0.1.4,10.0.1.2,59061,22,6,20.9575,84,33432,4.01,1595.23,398.0,127,478,0.2525,0.049474,0.074219,0.625773,3,18,0,0,0,normal
10.0.2.3,10.0.1.2,58282,80,6,28.7566,57,84930,1.98,2953.41,1490.0,568,1870,0.51351,0.194385,0.067524,0.957114,1,49,0,0,0,normal
10.0.1.1,10.0.2.3,62063,3389,6,7.3591,38,5016,5.16,681.61,132.0,60,222,0.198894,0.043262,0.046279,0.544939,15,1,5,14,0,bruteforce
10.0.1.3,10.0.2.1,59586,208,6,0.0684,2,120,29.26,1755.63,60.0,32,94,0.068351,0.014937,0.008448,0.158018,2,0,0,2,0,portscan
10.0.1.1,10.0.2.3,3372,59133,17,47.2518,776,606832,16.42,12842.5,782.0,508,958,0.06097,0.025009,0.019741,0.123469,0,0,0,0,0,ddos
10.0.1.1,10.0.1.2,47072,21,6,2.0661,21,8946,10.16,4329.88,426.0,215,748,0.103306,0.020783,0.049867,0.303794,12,6,2,13,0,bruteforce
10.0.1.2,10.0.1.1,34949,372,6,0.3582,2,120,5.58,334.97,60.0,28,91,0.358242,0.108942,0.060598,0.681003,2,0,0,0,0,portscan
10.0.2.2,10.0.2.3,58410,6379,6,21.7823,96,123168,4.41,5654.5,1283.0,745,2007,0.229287,0.075509,0.087391,0.62135,1,3,0,0,0,normal
10.0.2.3,10.0.1.1,0,0,1,0.1023,1,105,9.78,1026.75,105.0,41,169,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.2,10.0.2.4,54717,123,17,2.8847,15,4980,5.2,1726.35,332.0,150,579,0.20605,0.023648,0.06894,0.420203,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,64666,27017,6,1.9986,39,11271,19.51,5639.33,289.0,231,552,0.052596,0.007548,0.005737,0.106251,2,15,0,0,0,normal
10.0.1.3,10.0.2.4,48735,535,6,0.3352,3,180,8.95,537.04,60.0,29,105,0.167586,0.067479,0.038672,0.33721,3,0,0,3,0,portscan
10.0.2.1,10.0.2.2,60218,53,17,1.0213,19,5263,18.6,5152.99,277.0,91,374,0.056742,0.016885,0.020515,0.126954,0,0,0,0,0,normal
10.0.2.2,10.0.2.3,46064,161,17,0.8439,19,5681,22.51,6731.68,299.0,188,573,0.046884,0.008677,0.006022,0.083208,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,20089,41963,17,20.8055,1078,1403556,51.81,67460.78,1302.0,823,2051,0.019318,0.004685,0.003159,0.047997,0,0,0,0,0,ddos
10.0.1.1,10.0.1.2,42092,22,6,29.2363,14,19082,0.48,652.68,1363.0,462,2695,2.248946,1.088622,0.491999,3.711208,3,11,0,0,0,normal
10.0.2.4,10.0.1.3,0,0,1,1.9006,3,249,1.58,131.01,83.0,31,124,0.950287,0.280652,0.158606,2.543349,0,0,0,0,0,normal
10.0.2.2,10.0.1.1,45280,91,6,0.1634,3,180,18.36,1101.7,60.0,34,96,0.081692,0.01045,0.02453,0.216849,3,0,0,3,0,portscan
10.0.2.4,10.0.1.4,42775,443,6,17.1964,46,37766,2.67,2196.16,821.0,524,1257,0.382142,0.176939,0.105741,0.691237,2,16,0,0,0,normal
10.0.2.4,10.0.1.4,34320,21,6,6.1109,48,16272,7.85,2662.78,339.0,195,580,0.130019,0.050098,0.044651,0.38954,7,0,2,12,0,bruteforce
10.0.1.3,10.0.2.1,13143,18161,17,6.8126,1323,993573,194.2,145842.61,751.0,450,907,0.005153,0.000597,0.001864,0.015352,0,0,0,0,0,ddos
10.0.2.4,10.0.1.4,0,0,1,0.922,4,344,4.34,373.11,86.0,61,159,0.307328,0.074759,0.06961,0.856124,0,0,0,0,0,normal
10.0.1.3,10.0.2.2,7425,22,6,20.4107,618,37080,30.28,1816.69,60.0,24,73,0.033081,0.013819,0.010822,0.087128,618,0,0,0,0,ddos
10.0.1.3,10.0.2.2,53774,161,17,4.1825,19,1292,4.54,308.91,68.0,44,98,0.23236,0.074094,0.039415,0.463192,0,0,0,0,0,normal
10.0.2.3,10.0.2.1,61759,21,6,5.2517,44,5060,8.38,963.49,115.0,87,160,0.122133,0.03865,0.048478,0.360433,15,6,3,8,0,bruteforce
10.0.1.3,10.0.2.3,56064,22,6,3.5781,77,69608,21.52,19453.96,904.0,427,1596,0.04708,0.00834,0.016169,0.136749,1,36,0,0,0,normal
10.0.1.1,10.0.1.2,53072,443,6,12.4395,95,42465,7.64,3413.74,447.0,206,891,0.132335,0.02429,0.060585,0.259703,3,5,0,0,0,normal
10.0.1.4,10.0.1.3,45511,123,6,0.2888,3,180,10.39,623.27,60.0,41,93,0.1444,0.021948,0.032837,0.249884,3,0,0,1,0,portscan
10.0.1.1,10.0.1.3,50051,239,6,0.3872,2,120,5.16,309.88,60.0,19,87,0.387249,0.099998,0.062355,1.00995,2,0,0,2,0,portscan
10.0.1.2,10.0.1.4,40224,22,6,8.7494,61,69174,6.97,7906.14,1134.0,705,1665,0.145823,0.055983,0.066897,0.320056,1,3,0,0,0,normal
10.0.2.4,10.0.1.1,62557,167,6,0.1679,3,180,17.87,1072.24,60.0,34,116,0.083936,0.031731,0.025645,0.192857,3,0,0,3,0,portscan
10.0.1.3,10.0.2.1,43204,22,6,4.1211,57,34257,13.83,8312.62,601.0,292,1199,0.073591,0.019308,0.023432,0.210595,3,37,0,0,0,normal
10.0.1.4,10.0.2.2,0,0,1,7.0663,483,45885,68.35,6493.49,95.0,48,163,0.01466,0.00561,0.004516,0.023389,0,0,0,0,0,ddos
10.0.2.4,10.0.1.2,0,0,1,1.4307,2,230,1.4,160.76,115.0,57,228,1.4307,0.155772,0.310923,2.812897,0,0,0,0,0,normal
10.0.2.2,10.0.2.4,53032,518,6,0.2034,3,180,14.75,884.8,60.0,30,78,0.101718,0.031557,0.042954,0.207377,3,0,0,3,0,portscan
10.0.1.2,10.0.1.1,0,0,1,1.333,2,132,1.5,99.03,66.0,38,107,1.33299,0.643473,0.349681,3.014192,0,0,0,0,0,normal
10.0.2.1,10.0.1.1,55880,3389,6,7.4549,14,7000,1.88,938.97,500.0,211,830,0.573457,0.200777,0.270658,1.491891,20,3,2,8,0,bruteforce
10.0.2.4,10.0.1.3,0,0,1,1.6739,1,120,0.6,71.69,120.0,44,200,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,0,0,1,10.0844,178,15130,17.65,1500.34,85.0,43,117,0.056974,0.025703,0.015624,0.130774,0,0,0,0,0,ddos
10.0.1.3,10.0.1.1,56775,5432,6,1.4554,54,68094,37.1,46788.2,1261.0,426,1652,0.02746,0.007688,0.006821,0.059475,1,44,0,0,0,normal
10.0.1.3,10.0.2.1,0,0,1,0.3018,3,240,9.94,795.34,80.0,63,143,0.150878,0.071651,0.043009,0.23235,0,0,0,0,0,normal
10.0.1.1,10.0.1.2,0,0,1,0.6448,2,216,3.1,334.96,108.0,73,155,0.644848,0.202508,0.241888,1.443104,0,0,0,0,0,normal
10.0.2.2,10.0.1.3,0,0,1,1.8549,3,360,1.62,194.09,120.0,55,218,0.927426,0.133932,0.142558,2.434251,0,0,0,0,0,normal
10.0.2.3,10.0.1.4,56346,341,6,0.0783,1,60,12.78,766.67,60.0,39,80,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.3,26070,15302,17,21.2958,1169,829990,54.89,38974.35,710.0,283,921,0.018233,0.007713,0.006002,0.036603,0,0,0,0,0,ddos
10.0.1.2,10.0.2.2,33860,27017,6,1.0652,5,7450,4.69,6993.7,1490.0,1153,2097,0.266311,0.046102,0.06941,0.589677,1,1,0,0,0,normal
10.0.2.2,10.0.1.3,47683,53,17,1.1107,8,3016,7.2,2715.42,377.0,264,733,0.158671,0.03411,0.02563,0.299283,0,0,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,11.2333,124,10912,11.04,971.4,88.0,38,116,0.091327,0.019336,0.034994,0.243323,0,0,0,0,0,ddos
10.0.2.1,10.0.2.3,62708,727,6,0.2732,3,180,10.98,658.75,60.0,18,98,0.136621,0.023535,0.0506,0.237435,3,0,0,0,0,portscan
10.0.2.3,10.0.1.2,48824,53,17,2.0436,4,692,1.96,338.62,173.0,116,314,0.681187,0.150594,0.230556,1.198023,0,0,0,0,0,normal
10.0.2.1,10.0.1.4,50783,22,6,7.1676,43,43903,6.0,6125.18,1021.0,548,1628,0.170658,0.024572,0.079155,0.327089,1,20,0,0,0,normal
10.0.1.1,10.0.2.1,34163,22,6,10.4337,26,26052,2.49,2496.9,1002.0,480,1893,0.417349,0.145778,0.163458,1.03143,2,18,0,0,0,normal
10.0.1.2,10.0.2.4,47267,587,6,0.4284,3,180,7.0,420.15,60.0,20,117,0.214211,0.041496,0.087628,0.532754,3,0,0,2,0,portscan
10.0.2.1,10.0.2.3,42743,8080,6,25.3863,31,3534,1.22,139.21,114.0,67,200,0.84621,0.303013,0.378111,2.264138,1,26,0,0,0,normal
10.0.1.3,10.0.1.1,0,0,1,0.245,2,224,8.16,914.35,112.0,78,158,0.244982,0.091526,0.026471,0.473493,0,0,0,0,0,normal
10.0.2.3,10.0.2.4,33266,161,17,1.4897,8,2472,5.37,1659.44,309.0,215,473,0.212809,0.096156,0.043796,0.586868,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,7265,25563,17,12.8181,585,487890,45.64,38062.61,834.0,576,1096,0.021949,0.009969,0.009701,0.054028,0,0,0,0,0,ddos
10.0.1.4,10.0.2.4,53535,80,6,36.433,915,54900,25.11,1506.88,60.0,24,93,0.039861,0.012505,0.007207,0.107677,915,0,0,0,0,ddos
10.0.2.2,10.0.1.2,45306,5432,6,7.4805,78,66144,10.43,8842.2,848.0,564,1057,0.097149,0.039782,0.024778,0.185299,1,11,0,0,0,normal
10.0.1.1,10.0.2.4,0,0,1,0.9511,3,300,3.15,315.44,100.0,79,152,0.475526,0.194856,0.096162,0.863084,0,0,0,0,0,normal
10.0.1.1,10.0.1.2,55273,5432,6,19.4117,38,35302,1.96,1818.59,929.0,341,1312,0.52464,0.10255,0.145792,1.188086,2,16,0,0,0,normal
